is_urgent_shipping,shipping_mode,payment_type,order_city,delivery_longitude,delivery_latitude,order_region,order_state,order_country,market,is_weekend,unit_price,profit_margin,order_item_total,sales,order_profit,order_item_discount_amount,order_item_discount_rate,order_item_product_price,order_item_profit_ratio,actual_late
1.2101440792935507,1.0,1.0,1528.0,0.2260430866916656,0.3309622994202691,10.0,351.0,81.0,3.0,-0.6379010865037363,1.1135557108615737,-0.5017301612713722,0.515729044032569,0.7155245835528157,-0.5010486241619558,1.5048141586335761,1.1138855226624238,1.113555711245247,-0.5364763361731849,False
-0.8263478846120315,3.0,1.0,1171.0,0.2158159993709581,-0.357500601918588,20.0,105.0,36.0,4.0,-0.6379010865037363,-0.5802557187688626,-0.4253658589568984,0.4661468167444717,0.7153007206583369,-0.4095786941035237,1.775769234027522,1.3981944831545114,-0.5802557238068923,-0.45080854516750724,False
-0.8263478846120315,3.0,1.0,1289.0,0.8649810790522323,-1.166773598965723,3.0,504.0,32.0,2.0,-0.6379010865037363,-0.5802557239916653,-3.189240936517057,-0.6406425720612963,-0.6277065692778041,-1.6130305882051537,-0.2864743353895459,0.26095832844624306,-0.5802557238068923,-3.2564292719006582,False
-0.8263478846120315,3.0,1.0,628.0,0.8649800069079527,-1.174265084692621,3.0,186.0,45.0,2.0,-0.6379010865037363,1.8193398557073233,0.5582517053398139,1.7182239227890423,1.4617640813952701,1.0941187292629155,-0.5759754861735842,-1.160586715676858,1.819339856115057,0.49153736363938627,False
1.2101440792935507,2.0,1.0,1080.0,0.4975435084748629,1.0587503471137825,17.0,387.0,36.0,4.0,-0.6379010865037363,-0.08620679577984332,-5.623233424827259,-0.6323239892767218,-0.553007979872745,-2.9932482908682716,0.12063668207272464,1.1138855226624238,-0.08620679543707097,-6.147717920282898,True
1.2101440792935507,2.0,3.0,458.0,-1.5455994228905108,0.4140018597700013,21.0,480.0,1.0,1.0,1.5676411612353363,-0.6507635720600861,0.4899840930709643,-0.7442548059926665,-0.7768052463188695,0.08956412511153337,-0.621210043669392,-0.44981417229213105,-0.65076357173656,0.4701204324861052,True
-0.8263478846120315,3.0,3.0,645.0,0.864980721670806,-1.175115267028701,12.0,236.0,51.0,3.0,-0.6379010865037363,-0.2979420752285594,0.32864596391522694,0.5897731155453654,0.7154498864715608,0.49334265686531015,1.0977031411713059,0.6874219824161368,-0.29794209281992257,0.36303564393459337,False
-0.8263478846120315,3.0,1.0,1801.0,0.8649771478565424,-1.1708635789503015,11.0,117.0,82.0,2.0,1.5676411612353363,1.8193398557073233,-1.5274400132634987,1.1252128118479732,1.4617640813952701,-2.2362228311079826,2.68091265352458,1.3981944831545114,1.819339856115057,-1.692991822083102,False
1.2101440792935507,0.0,2.0,1916.0,-0.16613010581341223,1.2051096850198215,3.0,504.0,32.0,2.0,-0.6379010865037363,-0.2979420930496091,0.09511278910011592,1.4874436048406339,1.4616146879789995,0.3545705020866018,0.6905921237090353,-0.165505098076437,-0.29794209281992257,0.08461526908833598,True
-0.8263478846120315,3.0,2.0,1573.0,0.8649800069079527,-1.1694788471013393,16.0,1.0,56.0,1.0,-0.6379010865037363,-0.08620679577984332,-0.1928556807570097,-0.5359596458619771,-0.553007979872745,-0.17525227210768762,-0.40860763203366113,-0.165505098076437,-0.08620679543707097,-0.19380510789961675,False
